"Package","LinkedPackage","Date"
"psychometric","nlme","2009-02-08"
"quantregForest","stats","2009-02-08"
"quantregForest","graphics","2009-02-08"
"quantregForest","grDevices","2009-02-08"
"R.methodsS3","utils","2009-02-08"
"R.oo","methods","2009-02-08"
"RBGL","methods","2009-02-08"
"rcompgen","utils","2009-02-08"
"rcompgen","methods","2009-02-08"
"relations","cluster","2009-02-08"
"relations","stats","2009-02-08"
"relaxo","graphics","2009-02-08"
"relaxo","utils","2009-02-08"
"relaxo","stats","2009-02-08"
"relimp","tcltk","2009-02-08"
"RFreak","methods","2009-02-08"
"RItools","graphics","2009-02-08"
"RItools","stats","2009-02-08"
"RItools","lattice","2009-02-08"
"RItools","grid","2009-02-08"
"RItools","SparseM","2009-02-08"
"RItools","xtable","2009-02-08"
"RKEA","tm","2009-02-08"
"RLadyBug","graphics","2009-02-08"
"RLadyBug","stats","2009-02-08"
"RLadyBug","grDevices","2009-02-08"
"RLadyBug","utils","2009-02-08"
"RLadyBug","MASS","2009-02-08"
"RLadyBug","boa","2009-02-08"
"RLadyBug","quadprog","2009-02-08"
"RODBC","stats","2009-02-08"
"rPorta","methods","2009-02-08"
"rrcov","stats4","2009-02-08"
"RSQLite","methods","2009-02-08"
"RSQLite","DBI (>= 0.2-3)","2009-02-08"
"RWeka","graphics","2009-02-08"
"RWeka","stats","2009-02-08"
"RWeka","utils","2009-02-08"
"sampling","lpSolve","2009-02-08"
"sandwich","stats","2009-02-08"
"SASxport","chron","2009-02-08"
"sets","stats","2009-02-08"
"SimComp","mvtnorm","2009-02-08"
"SimComp","multcomp","2009-02-08"
"SimComp","mratios","2009-02-08"
"simpleboot","stats","2009-02-08"
"simpleboot","graphics","2009-02-08"
"smacof","graphics","2009-02-08"
"smacof","stats","2009-02-08"
"snpXpert","genetics","2009-02-08"
"sp","utils","2009-02-08"
"sp","lattice","2009-02-08"
"sp","grid","2009-02-08"
"spectralGP","graphics","2009-02-08"
"spectralGP","stats","2009-02-08"
"spsurvey","MASS","2009-02-08"
"spsurvey","foreign","2009-02-08"
"SRPM","utils","2009-02-08"
"SRPM","filehash","2009-02-08"
"SRPM","cacheSweave","2009-02-08"
"SRPM","stashR","2009-02-08"
"stashR","tools","2009-02-08"
"stashR","filehash","2009-02-08"
"stashR","digest","2009-02-08"
"strucchange","graphics","2009-02-08"
"strucchange","stats","2009-02-08"
"svIDE","utils","2009-02-08"
"svMisc","utils","2009-02-08"
"svMisc","methods","2009-02-08"
"SweaveListingUtils","stats","2009-02-08"
"tframe","stats","2009-02-08"
"tframePlus","tframe","2009-02-08"
"tlnise","stats","2009-02-08"
"tm","proxy","2009-02-08"
"TSdbi","methods","2009-02-08"
"TSdbi","DBI","2009-02-08"
"tsDyn","nnet","2009-02-08"
"tsDyn","tseriesChaos","2009-02-08"
"tsDyn","tseries","2009-02-08"
"tsDyn","utils","2009-02-08"
"tseries","graphics","2009-02-08"
"tseries","stats","2009-02-08"
"tseries","utils","2009-02-08"
"TSfame","methods","2009-02-08"
"TSfame","TSdbi","2009-02-08"
"TSfame","DBI","2009-02-08"
"TSfame","tframe","2009-02-08"
"TShistQuote","DBI","2009-02-08"
"TShistQuote","methods","2009-02-08"
"tsModel","splines","2009-02-08"
"tsModel","stats","2009-02-08"
"tsModel","tlnise","2009-02-08"
"tsModel","MASS","2009-02-08"
"TSMySQL","methods","2009-02-08"
"TSMySQL","TSdbi","2009-02-08"
"TSMySQL","DBI","2009-02-08"
"TSMySQL","RMySQL (>= 0.6-0)","2009-02-08"
"TSodbc","methods","2009-02-08"
"TSodbc","TSdbi","2009-02-08"
"TSodbc","DBI","2009-02-08"
"TSodbc","RODBC (>= 0.6-0)","2009-02-08"
"TSpadi","DBI","2009-02-08"
"TSpadi","methods","2009-02-08"
"TSPostgreSQL","methods","2009-02-08"
"TSPostgreSQL","TSdbi","2009-02-08"
"TSPostgreSQL","DBI","2009-02-08"
"TSPostgreSQL","RPostgreSQL","2009-02-08"
"TSSQLite","methods","2009-02-08"
"TSSQLite","DBI","2009-02-08"
"TSSQLite","TSdbi","2009-02-08"
"TSSQLite","RSQLite","2009-02-08"
"UNF","utils","2009-02-08"
"urca","nlme","2009-02-08"
"urca","graphics","2009-02-08"
"urca","stats","2009-02-08"
"uroot","graphics","2009-02-08"
"vcd","stats","2009-02-08"
"vcd","utils","2009-02-08"
"vcd","MASS","2009-02-08"
"vcd","grDevices","2009-02-08"
"VhayuR","utils","2009-02-08"
"VhayuR","stats","2009-02-08"
"zoo","stats","2009-02-08"
"zoo","utils","2009-02-08"
"zoo","graphics","2009-02-08"
"zoo","grDevices","2009-02-08"
"zoo","lattice","2009-02-08"
"AcceptanceSampling","graphics","2009-11-19"
"accuracy","methods","2009-11-19"
"AER","stats","2009-11-19"
"anacor","graphics","2009-11-19"
"anacor","stats","2009-11-19"
"ape","gee","2009-11-19"
"ape","nlme","2009-11-19"
"ape","lattice","2009-11-19"
"aroma.affymetrix","MASS","2009-11-19"
"aroma.affymetrix","methods","2009-11-19"
"aroma.affymetrix","splines","2009-11-19"
"aroma.affymetrix","matrixStats (>= 0.1.4)","2009-11-19"
"aroma.core","affxparser (>= 1.16.0)","2009-11-19"
"aroma.core","RColorBrewer (>= 1.0-2)","2009-11-19"
"arules","stats","2009-11-19"
"arules","Matrix","2009-11-19"
"arulesNBMiner","methods","2009-11-19"
"arulesSequences","arules","2009-11-19"
"ascii","proto","2009-11-19"
"automap","lattice","2009-11-19"
"BARD","spdep","2009-11-19"
"BARD","iplots","2009-11-19"
"BayesX","sp","2009-11-19"
"BayesX","colorspace (>= 0.97)","2009-11-19"
"BayesX","coda","2009-11-19"
"BayesX","splines","2009-11-19"
"betareg","graphics","2009-11-19"
"betareg","sandwich","2009-11-19"
"betareg","lmtest","2009-11-19"
"biclust","methods","2009-11-19"
"BiplotGUI","colorspace","2009-11-19"
"BiplotGUI","KernSmooth","2009-11-19"
"BiplotGUI","MASS","2009-11-19"
"blockmodeling","stats","2009-11-19"
"boolean","stats","2009-11-19"
"boolean","Zelig","2009-11-19"
"BradleyTerry","brglm","2009-11-19"
"cairoDevice","grDevices","2009-11-19"
"calib","graphics","2009-11-19"
"cba","Matrix","2009-11-19"
"chron","graphics","2009-11-19"
"chron","stats","2009-11-19"
"class","MASS","2009-11-19"
"classGraph","methods","2009-11-19"
"classGraph","graph","2009-11-19"
"classGraph","Rgraphviz","2009-11-19"
"clinfun","mvtnorm","2009-11-19"
"clue","stats","2009-11-19"
"clue","cluster","2009-11-19"
"clue","graphics","2009-11-19"
"clue","methods","2009-11-19"
"cmrutils","grDevices","2009-11-19"
"connectedness","methods","2009-11-19"
"cramer","boot","2009-11-19"
"DBI","methods","2009-11-19"
"dclone","stats","2009-11-19"
"Design","survival (>= 2.35-2)","2009-11-19"
"diffusionMap","scatterplot3d","2009-11-19"
"distr","stats","2009-11-19"
"distrTEst","stats","2009-11-19"
"diveMove","stats4","2009-11-19"
"dlnm","stats","2009-11-19"
"dlnm","graphics","2009-11-19"
"dlnm","grDevices","2009-11-19"
"dlnm","splines","2009-11-19"
"dlnm","tsModel","2009-11-19"
"doBy","Hmisc","2009-11-19"
"doBy","Matrix","2009-11-19"
"dplR","lattice","2009-11-19"
"dplR","grid","2009-11-19"
"dtw","proxy","2009-11-19"
"dynlm","stats","2009-11-19"
"dynlm","strucchange","2009-11-19"
"e1071","graphics","2009-11-19"
"e1071","stats","2009-11-19"
"e1071","grDevices","2009-11-19"
"e1071","utils","2009-11-19"
"EffectiveDose","graphics","2009-11-19"
"EQL","lattice(>= 0.17-17)","2009-11-19"
"eRm","graphics","2009-11-19"
"eRm","stats","2009-11-19"
"eRm","MASS","2009-11-19"
"ETC","mvtnorm","2009-11-19"
"FAiR","stats4","2009-11-19"
"FAiR","rrcov","2009-11-19"
"fbati","tcltk","2009-11-19"
"fbati","fgui","2009-11-19"
"fechner","base","2009-11-19"
"fechner","graphics","2009-11-19"
"fechner","stats","2009-11-19"
"fgui","tcltk","2009-11-19"
"filehash","utils","2009-11-19"
"filehashSQLite","filehash","2009-11-19"
"filehashSQLite","DBI","2009-11-19"
"FKF","graphics","2009-11-19"
"flexclust","methods","2009-11-19"
"flexclust","stats","2009-11-19"
"flexclust","stats4","2009-11-19"
"flexmix","methods","2009-11-19"
"flexmix","stats","2009-11-19"
"flexmix","stats4","2009-11-19"
"foreign","methods","2009-11-19"
"foreign","utils","2009-11-19"
"frontier","moments (>= 0.11)","2009-11-19"
"frontier","lmtest (>= 0.9-24)","2009-11-19"
"fxregime","graphics","2009-11-19"
"fxregime","stats","2009-11-19"
"fxregime","zoo","2009-11-19"
"fxregime","sandwich","2009-11-19"
"fxregime","strucchange","2009-11-19"
"fxregime","car","2009-11-19"
"gamlss","MASS","2009-11-19"
"gamlss","survival","2009-11-19"
"gamlss.cens","survival","2009-11-19"
"gcExplorer","flexclust","2009-11-19"
"gcExplorer","modeltools","2009-11-19"
"gcExplorer","Rgraphviz","2009-11-19"
"gdata","gtools","2009-11-19"
"gene2pathway","SSOAP","2009-11-19"
"gene2pathway","RCurl","2009-11-19"
"ggplot2","reshape (>= 0.8.0)","2009-11-19"
"ggplot2","plyr (>= 0.1.6)","2009-11-19"
"ggplot2","splines","2009-11-19"
"ggplot2","MASS","2009-11-19"
"ggplot2","RColorBrewer","2009-11-19"
"ggplot2","grid","2009-11-19"
"ggplot2","proto","2009-11-19"
"gmm","stats","2009-11-19"
"gmodels","MASS","2009-11-19"
"gmodels","gdata","2009-11-19"
"gnm","MASS","2009-11-19"
"gnm","stats","2009-11-19"
"gnm","graphics","2009-11-19"
"gnm","nnet","2009-11-19"
"gnm","qvcalc (>= 0.8-3)","2009-11-19"
"gnm","relimp","2009-11-19"
"gpclib","graphics","2009-11-19"
"gpls","stats","2009-11-19"
"gRain","graph","2009-11-19"
"granova","Rcmdr","2009-11-19"
"graph","methods","2009-11-19"
"graph","stats","2009-11-19"
"graph","tools","2009-11-19"
"graph","utils","2009-11-19"
"gsarima","MASS","2009-11-19"
"gstat","lattice","2009-11-19"
"gWidgetsRGtk2","RGtk2(>= 2.12.8)","2009-11-19"
"Hmisc","lattice","2009-11-19"
"Hmisc","cluster","2009-11-19"
"Hmisc","survival","2009-11-19"
"homals","graphics","2009-11-19"
"homals","stats","2009-11-19"
"howmany","graphics","2009-11-19"
"howmany","stats","2009-11-19"
"hydrosanity","RGtk2","2009-11-19"
"hydrosanity","gWidgets","2009-11-19"
"hydrosanity","reshape","2009-11-19"
"hydrosanity","grid","2009-11-19"
"hydrosanity","grDevices","2009-11-19"
"hydrosanity","stats","2009-11-19"
"hydrosanity","utils","2009-11-19"
"kza","ff","2009-11-19"
"languageR","methods","2009-11-19"
"languageR","lattice","2009-11-19"
"languageR","coda","2009-11-19"
"languageR","lme4","2009-11-19"
"lattice","grid","2009-11-19"
"lattice","grDevices","2009-11-19"
"lattice","graphics","2009-11-19"
"lattice","stats","2009-11-19"
"lattice","utils","2009-11-19"
"latticeExtra","lattice (>= 0.16-3)","2009-11-19"
"latticeExtra","grid","2009-11-19"
"latticist","gWidgets (>= 0.0-30)","2009-11-19"
"lcd","MASS","2009-11-19"
"lcd","ggm","2009-11-19"
"LDheatmap","genetics","2009-11-19"
"lga","boot","2009-11-19"
"lga","lattice","2009-11-19"
"lme4","graphics","2009-11-19"
"lme4","stats","2009-11-19"
"lmtest","stats","2009-11-19"
"lmtest","graphics","2009-11-19"
"Matrix","graphics","2009-11-19"
"Matrix","lattice","2009-11-19"
"Matrix","grid","2009-11-19"
"Matrix","stats","2009-11-19"
"MBESS","MASS","2009-11-19"
"MBESS","gsl","2009-11-19"
"mgcv","graphics","2009-11-19"
"mgcv","stats","2009-11-19"
"mgcv","nlme","2009-11-19"
"mgcv","Matrix","2009-11-19"
"mixPHM","graphics","2009-11-19"
"mixPHM","stats","2009-11-19"
"MLDS","MASS","2009-11-19"
"modeltools","methods","2009-11-19"
"monoProc","graphics","2009-11-19"
"mratios","mvtnorm","2009-11-19"
"msm","survival","2009-11-19"
"msm","mvtnorm","2009-11-19"
"mstate","survival","2009-11-19"
"muhaz","survival","2009-11-19"
"multtest","survival","2009-11-19"
"multtest","MASS","2009-11-19"
"mvtnorm","stats","2009-11-19"
"nlme","lattice","2009-11-19"
"nodeHarvest","graphics","2009-11-19"
"nodeHarvest","utils","2009-11-19"
"nodeHarvest","stats","2009-11-19"
"OAIHarvester","XML","2009-11-19"
"oblique.tree","nnet","2009-11-19"
"oblique.tree","glmnet","2009-11-19"
"openNLP","methods","2009-11-19"
"openNLP","rJava (>= 0.6-3)","2009-11-19"
"openNLP","tm","2009-11-19"
"optBiomarker","rgl","2009-11-19"
"optBiomarker","MASS","2009-11-19"
"optBiomarker","randomForest","2009-11-19"
"optBiomarker","e1071","2009-11-19"
"optBiomarker","ipred","2009-11-19"
"optBiomarker","msm","2009-11-19"
"pbatR","tcltk","2009-11-19"
"pedigreemm","graphics","2009-11-19"
"pedigreemm","stats","2009-11-19"
"penalized","survival","2009-11-19"
"phangorn","ape","2009-11-19"
"phangorn","stats","2009-11-19"
"playwith","RGtk2 (>= 2.10.11)","2009-11-19"
"playwith","gWidgets (>= 0.0-30)","2009-11-19"
"playwith","gridBase","2009-11-19"
"playwith","grDevices","2009-11-19"
"playwith","graphics","2009-11-19"
"playwith","stats","2009-11-19"
"playwith","utils","2009-11-19"
"polyapost","boot","2009-11-19"
"polynom","stats","2009-11-19"
"polynom","graphics","2009-11-19"
"polySegratioMM","gtools","2009-11-19"
"powerSurvEpi","stats","2009-11-19"
"powerSurvEpi","survival","2009-11-19"
"psychometric","multilevel","2009-11-19"
"psychometric","nlme","2009-11-19"
"psychotree","graphics","2009-11-19"
"psychotree","stats","2009-11-19"
"psychotree","sandwich","2009-11-19"
"QCA3","lpSolve","2009-11-19"
"QCA3","gtools","2009-11-19"
"quantregForest","stats","2009-11-19"
"quantregForest","graphics","2009-11-19"
"quantregForest","grDevices","2009-11-19"
"R.methodsS3","utils","2009-11-19"
"R.oo","methods","2009-11-19"
"RBGL","methods","2009-11-19"
"Rcapture","stats","2009-11-19"
"Rcapture","graphics","2009-11-19"
"relations","cluster","2009-11-19"
"relations","stats","2009-11-19"
"relations","slam","2009-11-19"
"relaxo","graphics","2009-11-19"
"relaxo","utils","2009-11-19"
"relaxo","stats","2009-11-19"
"relimp","tcltk","2009-11-19"
"RFreak","methods","2009-11-19"
"rggobi","RGtk2","2009-11-19"
"rggobi","utils","2009-11-19"
"rggobi","methods","2009-11-19"
"RItools","graphics","2009-11-19"
"RItools","stats","2009-11-19"
"RItools","lattice","2009-11-19"
"RItools","grid","2009-11-19"
"RItools","SparseM","2009-11-19"
"RItools","xtable","2009-11-19"
"RKEA","rJava (>= 0.6-3)","2009-11-19"
"RKEA","tm","2009-11-19"
"RLadyBug","graphics","2009-11-19"
"RLadyBug","stats","2009-11-19"
"RLadyBug","grDevices","2009-11-19"
"RLadyBug","utils","2009-11-19"
"RLadyBug","MASS","2009-11-19"
"RLadyBug","boa","2009-11-19"
"RLadyBug","quadprog","2009-11-19"
"rms","survival","2009-11-19"
"RODBC","stats","2009-11-19"
"rPorta","methods","2009-11-19"
"RQDA","RGtk2 (>= 2.12.8)","2009-11-19"
"RQDA","methods","2009-11-19"
"rrcov","stats4","2009-11-19"
"RSiena","Matrix","2009-11-19"
"RSQLite","methods","2009-11-19"
"RSQLite","DBI (>= 0.2-3)","2009-11-19"
"RthroughExcelWorkbooksInstaller","RExcelInstaller (>= 3.0-6)","2009-11-19"
"RWeka","graphics","2009-11-19"
"RWeka","stats","2009-11-19"
"RWeka","utils","2009-11-19"
"RWeka","rJava (>= 0.6-3)","2009-11-19"
"RWeka","grid","2009-11-19"
"sampling","lpSolve","2009-11-19"
"sandwich","stats","2009-11-19"
"SASxport","chron","2009-11-19"
"seewave","tuneR","2009-11-19"
"seewave","rgl","2009-11-19"
"seewave","rpanel","2009-11-19"
"seewave","tcltk","2009-11-19"
"sets","stats","2009-11-19"
"SimComp","mvtnorm","2009-11-19"
"SimComp","multcomp","2009-11-19"
"SimComp","mratios","2009-11-19"
"simFrame","lattice","2009-11-19"
"simFrame","methods","2009-11-19"
"simFrame","stats4","2009-11-19"
"simpleboot","stats","2009-11-19"
"simpleboot","graphics","2009-11-19"
"skmeans","slam (>= 0.1-6)","2009-11-19"
"skmeans","clue (>= 0.3-32)","2009-11-19"
"smacof","graphics","2009-11-19"
"smacof","stats","2009-11-19"
"Snowball","RWeka (>= 0.3-19)","2009-11-19"
"Snowball","rJava (>= 0.6-3)","2009-11-19"
"snpXpert","genetics","2009-11-19"
"sp","utils","2009-11-19"
"sp","lattice","2009-11-19"
"sp","grid","2009-11-19"
"spcosa","sp (>= 0.9-44)","2009-11-19"
"spectralGP","graphics","2009-11-19"
"spectralGP","stats","2009-11-19"
"spsurvey","MASS","2009-11-19"
"spsurvey","foreign","2009-11-19"
"SRPM","utils","2009-11-19"
"SRPM","filehash","2009-11-19"
"SRPM","cacheSweave","2009-11-19"
"SRPM","stashR","2009-11-19"
"stashR","tools","2009-11-19"
"stashR","digest","2009-11-19"
"strucchange","graphics","2009-11-19"
"strucchange","stats","2009-11-19"
"svDialogs","tcltk","2009-11-19"
"svDialogs","svMisc","2009-11-19"
"svGUI","svMisc","2009-11-19"
"svGUI","svSocket (>= 0.9-48)","2009-11-19"
"svIDE","utils","2009-11-19"
"svIDE","tcltk","2009-11-19"
"svIDE","svMisc","2009-11-19"
"svMisc","utils","2009-11-19"
"svMisc","methods","2009-11-19"
"svSocket","tcltk","2009-11-19"
"svSocket","svMisc","2009-11-19"
"svSweave","utils","2009-11-19"
"svTools","utils","2009-11-19"
"svTools","tools","2009-11-19"
"svTools","codetools","2009-11-19"
"svTools","svMisc","2009-11-19"
"svTools","operators","2009-11-19"
"svWidgets","utils","2009-11-19"
"svWidgets","tcltk","2009-11-19"
"svWidgets","svMisc","2009-11-19"
"SweaveListingUtils","stats","2009-11-19"
"textcat","tau (>= 0.0-4)","2009-11-19"
"tframe","stats","2009-11-19"
"tframePlus","tframe","2009-11-19"
"tlemix","methods","2009-11-19"
"tlemix","flexmix","2009-11-19"
"tlemix","modeltools","2009-11-19"
"tlemix","stats4","2009-11-19"
"tlnise","stats","2009-11-19"
"tm","slam (>= 0.1-1)","2009-11-19"
"tm.plugin.mail","tm (>= 0.5)","2009-11-19"
"tmvtnorm","stats","2009-11-19"
"tmvtnorm","graphics","2009-11-19"
"TSdbi","methods","2009-11-19"
"TSdbi","DBI","2009-11-19"
"tsDyn","nnet","2009-11-19"
"tsDyn","tseriesChaos","2009-11-19"
"tsDyn","tseries","2009-11-19"
"tsDyn","utils","2009-11-19"
"tseries","graphics","2009-11-19"
"tseries","stats","2009-11-19"
"tseries","utils","2009-11-19"
"TSfame","methods","2009-11-19"
"TSfame","DBI","2009-11-19"
"TSfame","TSdbi (>= 2009.5-1)","2009-11-19"
"TSfame","tframe","2009-11-19"
"TShistQuote","methods","2009-11-19"
"TShistQuote","DBI","2009-11-19"
"TShistQuote","TSdbi (>= 2009.5-1)","2009-11-19"
"tsModel","splines","2009-11-19"
"tsModel","stats","2009-11-19"
"tsModel","tlnise","2009-11-19"
"tsModel","MASS","2009-11-19"
"TSMySQL","methods","2009-11-19"
"TSMySQL","TSdbi (>= 2009.5-1)","2009-11-19"
"TSMySQL","DBI","2009-11-19"
"TSMySQL","RMySQL (>= 0.6-0)","2009-11-19"
"TSodbc","methods","2009-11-19"
"TSodbc","TSdbi (>= 2009.5-1)","2009-11-19"
"TSodbc","DBI","2009-11-19"
"TSodbc","RODBC (>= 0.6-0)","2009-11-19"
"TSpadi","methods","2009-11-19"
"TSpadi","DBI","2009-11-19"
"TSpadi","TSdbi (>= 2009.5-1)","2009-11-19"
"TSPostgreSQL","methods","2009-11-19"
"TSPostgreSQL","TSdbi (>= 2009.5-1)","2009-11-19"
"TSPostgreSQL","DBI","2009-11-19"
"TSPostgreSQL","RPostgreSQL","2009-11-19"
"TSSQLite","methods","2009-11-19"
"TSSQLite","DBI","2009-11-19"
"TSSQLite","TSdbi (>= 2009.5-1)","2009-11-19"
"TSSQLite","RSQLite","2009-11-19"
"urca","nlme","2009-11-19"
"urca","graphics","2009-11-19"
"urca","stats","2009-11-19"
"vcd","stats","2009-11-19"
"vcd","utils","2009-11-19"
"vcd","MASS","2009-11-19"
"vcd","grDevices","2009-11-19"
"VhayuR","utils","2009-11-19"
"VhayuR","stats","2009-11-19"
"VIM","car","2009-11-19"
"VIM","grDevices","2009-11-19"
"VIM","robustbase","2009-11-19"
"VIM","stats","2009-11-19"
"VIM","tcltk","2009-11-19"
"VIM","sp","2009-11-19"
"VIM","utils","2009-11-19"
"wordnet","rJava (>= 0.6-3)","2009-11-19"
"XML","methods","2009-11-19"
"zoo","stats","2009-11-19"
"zoo","utils","2009-11-19"
"zoo","graphics","2009-11-19"
"zoo","grDevices","2009-11-19"
"zoo","lattice","2009-11-19"
"AcceptanceSampling","graphics","2010-08-28"
"accuracy","methods","2010-08-28"
"AER","stats","2010-08-28"
"AIM","survival","2010-08-28"
"anacor","graphics","2010-08-28"
"anacor","stats","2010-08-28"
"apcluster","methods","2010-08-28"
"apcluster","stats","2010-08-28"
"apcluster","graphics","2010-08-28"
"apcluster","utils","2010-08-28"
"ape","gee","2010-08-28"
"ape","nlme","2010-08-28"
"ape","lattice","2010-08-28"
"apTreeshape","ape","2010-08-28"
"apTreeshape","quantreg","2010-08-28"
